OBJECTID_1,OBJECTID,PARKID,PARKNAME,OWNERNAME,OWNCODE,OWNERTYPE,SHAPE_AREA,SHAPE_LEN
0,350,350,PACIFIC BEACH PARK,CITY OF SAN DIEGO,10,City,637382.61633899994,7163.77456166000
0,351,351,PACIFIC STREET LINEAR PARK,CITY OF OCEANSIDE,10,City,7957.86850349000,394.61342824300
0,352,352,PACIFIC STREET LINEAR PARK,CITY OF OCEANSIDE,10,City,25944.52679550000,647.36604178300
0,353,353,PALISADES PARK,CITY OF OCEANSIDE,10,City,280088.56999799999,2196.21389563000
0,354,354,PALM RIDGE PARK,CITY OF SAN DIEGO,10,City,355082.06221000000,2335.13385376000
0,356,356,PANTOJA PARK,CITY OF SAN DIEGO,10,City,93577.09701400000,1228.30589233000
0,357,357,PARADISE HILLS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,567426.72853199998,3106.49455351000
0,0,0,LAKE MORENA PARK,CITY OF SAN DIEGO,10,City,2387352.08038000017,8539.02442238000
0,0,0,MCGINTY MOUNTAIN PARK,COUNTY OF SAN DIEGO,20,County,44838.12408500000,877.41126023000
0,360,360,ZONE 5 PARK,CITY OF CARLSBAD,10,City,536014.54280099995,3851.69341672000
0,362,362,VISTA PACIFICA,CITY OF SAN DIEGO,10,City,299295.62235600001,2334.36934793000
0,364,364,AVIARA COMMUNITY PARK,CITY OF CARLSBAD,10,City,1054665.83015999990,5370.98521240000
0,365,365,PARK DE LA CRUZ,CITY OF SAN DIEGO,10,City,482053.75001999998,4293.98899525000
0,366,366,PARKSIDE PARK,CITY OF SAN DIEGO,10,City,239458.34279000000,2337.26336978000
0,371,371,POINT LOMA COMMUNITY PARK,CITY OF SAN DIEGO,10,City,464001.36314099998,3677.67715640000
0,376,376,POWERHOUSE PARK,CITY OF DEL MAR,10,City,198848.89324899999,2782.86170335000
0,378,378,PRESIDIO PARK,CITY OF SAN DIEGO,10,City,800813.49753099994,5449.94669443000
0,379,379,PRINCESS DEL CERRO PARK,CITY OF SAN DIEGO,10,City,237466.08621199999,2025.74640502000
0,380,380,RAINTREE PARK,CITY OF VISTA,10,City,42071.12329190000,1170.59313949000
0,381,381,RANCHO BERNARDO COMMUNITY PARK,CITY OF SAN DIEGO,10,City,1906199.48466000007,5699.02573808000
0,382,382,RANCHO DEL ORO COMMUNITY PARK,CITY OF OCEANSIDE,10,City,174626.14522000001,2233.77355428000
0,325,325,NOBEL ATHLETIC AREA,CITY OF SAN DIEGO,10,City,1428547.36112000002,5702.63780908000
0,327,327,NORTH CLAIREMONT COMMUNITY PARK,CITY OF SAN DIEGO,10,City,631503.18870499998,3613.34406589000
0,329,329,MISSION BAY ATHLETIC AREA,CITY OF SAN DIEGO,10,City,465554.66720700002,2808.68025032000
0,330,330,NORTHMONT PARK,CITY OF LA MESA,10,City,163873.61588800000,1935.86013034000
0,331,331,OAK PARK,CITY OF SAN DIEGO,10,City,151963.68353499999,1560.04494290000
0,332,332,OAK RIPARIAN PARK,CITY OF OCEANSIDE,10,City,281343.81259500002,2329.43560165000
0,334,334,OCEAN BEACH ATHLETIC AREA (ROBB FLD),CITY OF SAN DIEGO,10,City,2957214.57164999982,8976.48559563000
0,335,335,OCEAN BEACH COMMUNITY PARK,CITY OF SAN DIEGO,10,City,36779.89537110000,797.19409812200
0,336,336,OCEAN BEACH COMMUNITY PARK,CITY OF SAN DIEGO,10,City,16696.68215470000,517.02602897900
0,341,341,OLD TROLLEY BARN PARK,CITY OF SAN DIEGO,10,City,156123.17019500001,1897.57322381000
0,342,342,OLIVE GROVE COMMUNITY PARK,CITY OF SAN DIEGO,10,City,399497.03424100002,2516.05530618000
0,345,345,"ORTEGA, RON RECREATION PARK",CITY OF OCEANSIDE,10,City,509956.78120099998,2896.95013774000
0,347,347,OUTFIELD PARK,CITY OF SAN DIEGO,10,City,64064.75633550000,1431.27172988000
0,348,348,PACIFIC BEACH COMMUNITY PARK,CITY OF SAN DIEGO,10,City,72411.31579440000,1078.66883316000
0,349,349,PACIFIC BEACH PARK,CITY OF SAN DIEGO,10,City,313063.64435700001,4292.18743565000
0,435,435,STAGECOACH PARK,CITY OF CARLSBAD,10,City,1240567.74659999995,5097.17936929000
0,436,436,STANDLEY COMMUNITY PARK,CITY OF SAN DIEGO,10,City,314391.36498800002,2461.18150202000
0,437,437,STARKEY MINI-PARK,CITY OF SAN DIEGO,10,City,50872.67886020000,959.33910426500
0,441,441,SUNNYSLOPE PARK,CITY OF SAN DIEGO,10,City,184462.55467400001,1782.91064334000
0,4,4,OCEAN VIEW HILLS PARK,CITY OF SAN DIEGO,10,City,236960.51712800001,2078.53443742000
0,5,5,,CITY OF CHULA VISTA,10,City,142182.19578800001,2384.09889625000
0,9,9,,CITY OF SAN DIEGO,10,City,6517.01586881000,364.00736225100
0,10,10,CLAY AVENUE MINI-PARK,CITY OF SAN DIEGO,10,City,7158.53606712000,381.00413881000
0,11,11,L STREET MINI-PARK,CITY OF SAN DIEGO,10,City,6588.14081123000,374.37315994100
0,12,12,GASLAMP SQUARE PARK,CITY OF SAN DIEGO,10,City,16010.71697090000,580.46436638800
0,13,13,MARINA LINEAR PARK,CITY OF SAN DIEGO,10,City,48023.17704710000,1513.84983602000
0,14,14,MARINA LINEAR PARK,CITY OF SAN DIEGO,10,City,24615.50899510000,1388.13148194000
0,15,15,J STREET MINI PARK,CITY OF SAN DIEGO,10,City,9572.47645278000,402.02917074200
0,16,16,CHILDREN'S PARK,CITY OF SAN DIEGO,10,City,70411.96545790001,1108.83227924000
0,17,17,,CITY OF SAN DIEGO,10,City,8191.95295193000,491.07079798100
0,18,18,SHERMAN LITTLE PARK,CITY OF SAN DIEGO,10,City,5096.48948577000,303.54121963000
0,19,19,30TH STREET MINI PARK,CITY OF SAN DIEGO,10,City,9909.76046097000,501.27939029800
0,20,20,KING PROMENADE,CITY OF SAN DIEGO,10,City,22597.38210740000,1332.23138362000
0,21,21,,CITY OF SAN DIEGO,10,City,14248.54881050000,629.60643459000
0,22,22,,CITY OF SAN DIEGO,10,City,17784.10195500000,656.71654684300
0,24,24,AMICI PARK,CITY OF SAN DIEGO,10,City,66473.98407850000,1439.61281065000
0,25,25,SUNSHINE BERARDINI FIELD,CITY OF SAN DIEGO,10,City,988010.88985200005,5521.51326022000
0,27,27,CITY HEIGHTS MINI-PARK,CITY OF SAN DIEGO,10,City,14055.30716710000,481.94735061100
0,29,29,,CITY OF SAN DIEGO,10,City,2748.45465064000,288.10730541900
0,30,30,EAST SAN DIEGO ADULT CENTER,CITY OF SAN DIEGO,10,City,10033.03305830000,405.33159813100
0,31,31,,CITY OF SAN DIEGO,10,City,365251.84767300001,6806.93233116000
0,34,34,SEFTON FIELD,CITY OF SAN DIEGO,10,City,385186.38215700001,2860.23029778000
0,36,36,,CITY OF SAN DIEGO,10,City,6542.24154361000,387.05240259000
0,37,37,,CITY OF SAN DIEGO,10,City,18277.73397250000,599.31964093100
0,38,38,,CITY OF SAN DIEGO,10,City,1849717.82279999997,5836.89525270000
0,43,43,LAUREATE MINI-PARK,CITY OF SAN DIEGO,10,City,21020.37332270000,612.59283403000
0,45,45,MIRA MESA COMMUNITY PARK,CITY OF SAN DIEGO,10,City,485080.96920100000,2742.91060619000
0,46,46,SAGE CANYON PARK,CITY OF SAN DIEGO,10,City,504121.84656699997,3608.90915964000
0,47,47,,CITY OF SAN DIEGO,10,City,63485.61003540000,1124.21273437000
0,48,48,CARMEL KNOLLS PARK,CITY OF SAN DIEGO,10,City,237935.23536500000,2060.51583501000
0,54,54,,CITY OF SAN DIEGO,10,City,217355.78863800000,2309.93095150000
0,55,55,,CITY OF SAN DIEGO,10,City,29602.18325510000,1074.22058574000
0,62,62,,CITY OF SAN MARCOS,10,City,14675.89460440000,526.40023522900
0,65,65,,CITY OF OCEANSIDE,10,City,249113.52613200000,2522.89566763000
0,66,66,,CITY OF OCEANSIDE,10,City,1778067.59208999993,16428.03763390000
0,67,67,,CITY OF OCEANSIDE,10,City,419890.88116400002,3017.10226043000
0,68,68,,CITY OF OCEANSIDE,10,City,1274361.38550999993,5158.28346330000
0,69,69,WARD CANYON PARK,CITY OF SAN DIEGO,10,City,189617.14022900001,2095.95564048000
0,70,70,ADAMS AVENUE PARK,CITY OF SAN DIEGO,10,City,63666.13225020000,1004.24835308000
0,71,71,ADOBE BLUFFS PARK,CITY OF SAN DIEGO,10,City,224643.88378300000,2082.49699219000
0,72,72,ADOBE RIDGE NEIGHBORHOOD PARK,CITY OF POWAY,10,City,157976.48532499999,2851.30554323000
0,73,73,ALAMOSA PARK,CITY OF OCEANSIDE,10,City,301374.76570300001,2342.86772059000
0,383,383,RANCHO DEL ORO COMMUNITY PARK,CITY OF OCEANSIDE,10,City,446592.55311199999,3675.18288471000
0,384,384,RANCHO DEL REY PARK,CITY OF CHULA VISTA,10,City,154975.46854800000,2790.73221751000
0,385,385,RANCHO MISSION CANYON PARK,CITY OF SAN DIEGO,10,City,765632.75490700000,3819.09827960000
0,386,386,REAMA PARK,CITY OF IMPERIAL BEACH,10,City,14678.33527510000,496.18807026000
0,387,387,REAMA PARK,CITY OF IMPERIAL BEACH,10,City,13675.54311270000,483.06425583600
0,389,389,RIDGEWOOD PARK,CITY OF SAN DIEGO,10,City,363025.37628400000,2682.85250255000
0,390,390,ROADRUNNER PARK,CITY OF SAN DIEGO,10,City,136602.96985500000,1489.31464722000
0,394,394,ROLANDO PARK,CITY OF LA MESA,10,City,159236.05926499999,1652.39134764000
0,395,395,ROLLING HILLS PARK,CITY OF SAN DIEGO,10,City,249697.92257200001,2272.26612430000
0,397,397,ROTARY PARK,CITY OF OCEANSIDE,10,City,56038.35060960000,1060.56357468000
0,398,398,ROTARY PARK,CITY OF OCEANSIDE,10,City,855.25315293100,205.75970451700
0,399,399,ROTARY PARK,CITY OF OCEANSIDE,10,City,43020.04258370000,884.96097094600
0,400,400,SABRE SPRINGS PARK,CITY OF SAN DIEGO,10,City,511034.67467699997,3649.15176364000
0,401,401,SAN CARLOS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,426357.11925699998,2650.45442001000
0,405,405,SAN YSIDRO ATHLETIC AREA,CITY OF SAN DIEGO,10,City,760794.65431100002,3645.82866099000
0,406,406,SAN YSIDRO COMMUNITY ACTIVITY CENTER,CITY OF SAN DIEGO,10,City,77366.64228760000,1324.32500625000
0,407,407,SAN YSIDRO COMMUNITY PARK,CITY OF SAN DIEGO,10,City,63143.98755390000,1579.80752364000
0,408,408,SAN YSIDRO COMMUNITY PARK,CITY OF SAN DIEGO,10,City,45998.24329410000,1206.16119933000
0,409,409,SAN YSIDRO COMMUNITY PARK,CITY OF SAN DIEGO,10,City,21787.03828150000,660.36668587700
0,410,410,SANDBURG PARK,CITY OF SAN DIEGO,10,City,208545.45432399999,1875.29358975000
0,411,411,SANTA CLARA POINT COMMUNITY PARK,CITY OF SAN DIEGO,10,City,834504.42527500005,18293.51617470000
0,412,412,SANTA CORA PARK,CITY OF CHULA VISTA,10,City,246732.56209600001,2031.43295226000
0,414,414,SCRIPPS RANCH COMMUNITY PARK,CITY OF SAN DIEGO,10,City,967699.92137600004,5201.53083630000
0,415,415,SEAGROVE PARK,CITY OF DEL MAR,10,City,69996.73715330000,1316.79153298000
0,416,416,SERRA MESA COMMUNITY PARK,CITY OF SAN DIEGO,10,City,465408.60800700000,3048.19712023000
0,418,418,SHADOW HILL PARK,CITY OF SANTEE,10,City,257083.45807699999,2022.15476761000
0,419,419,SHADOWRIDGE PARK,CITY OF VISTA,10,City,325370.64407099999,3694.08280614000
0,420,420,SHELL BEACH,CITY OF SAN DIEGO,10,City,303760.58950800000,2839.42659782000
0,422,422,SILVERSET NEIGHBORHOOD  PARK,CITY OF POWAY,10,City,478702.07972699997,2893.57065120000
0,424,424,SKYLINE HILLS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,443719.59147699998,2725.46136858000
0,425,425,SKYVIEW PARK,CITY OF SAN DIEGO,10,City,165405.94252200000,1759.75661418000
0,426,426,SOLANA HIGHLANDS PARK,CITY OF SAN DIEGO,10,City,526177.54097500001,5862.08380408000
0,427,427,SOUTH BAY COMMUNITY PARK,CITY OF SAN DIEGO,10,City,386631.36890399997,2479.60085378000
0,428,428,SOUTH CREEK PARK,CITY OF SAN DIEGO,10,City,201695.79857799999,2242.09948267000
0,429,429,SOUTHCREST COMMUNITY PARK,CITY OF SAN DIEGO,10,City,759664.41650299996,4329.93640930000
0,431,431,SPRECKELS PARK,CITY OF CORONADO,10,City,150199.20810900000,1607.03041182000
0,432,432,SPRECKELS PARK,CITY OF CORONADO,10,City,122897.89175600000,1809.47482608000
0,434,434,SPRING CREEK PARK,CITY OF OCEANSIDE,10,City,116826.14548399999,1486.53303327000
0,662,662,NORTH SEASCAPE SURF BEACH PARK,CITY OF SOLANA BEACH,10,City,239587.09698500001,6909.54264191000
0,663,663,OAK CREST PARK,PRIVATE,500,Private,94653.37061120001,1286.90277065000
0,664,664,ORCHARD PARK,PRIVATE,500,Private,36843.98140450000,763.20371616400
0,665,665,ALCALA PARK,PRIVATE,500,Private,37045.33733590000,752.40273856600
0,666,666,PARK,HUNTER INDUSTRIES,500,Private,927134.02864000003,5807.97303241000
0,667,667,BALLFIELDS,PRIVATE,500,Private,273437.62085399998,2646.96548656000
0,670,670,SCRIPPS ELLEN BROWNING PARK,PRIVATE,500,Private,157.09869558200,125.55223615700
0,671,671,SCRIPPS ELLEN BROWNING PARK,PRIVATE,500,Private,72.74557649260,67.91809916370
0,672,672,SCRIPPS ELLEN BROWNING PARK,PRIVATE,500,Private,89.96822896900,139.86345549900
0,673,673,SCRIPPS ELLEN BROWNING PARK,PRIVATE,500,Private,66.24241593710,112.62935581000
0,674,674,SCRIPPS ELLEN BROWNING PARK,PRIVATE,500,Private,28.83655535340,40.56321047710
0,676,676,STAGECOACH PARK,PRIVATE,500,Private,302595.84898600000,2397.37767226000
0,677,677,SUNSET VIEW PARK,CITY OF CHULA VISTA,10,City,512792.35122499999,2921.09127383000
0,678,678,WIPEOUT BEACH,PRIVATE,500,Private,2593.68361612000,3043.16917026000
0,680,680,TIDE BEACH PARK,CITY OF SOLANA BEACH,10,City,123298.06247600001,2419.32720321000
0,833,683,"HARRIS, ADA PARK",HARRIS SCHOOL,500,Private,136008.36554400000,1523.96265723000
0,834,684,,CITY OF SAN DIEGO,10,City,6584.51279510000,446.89077050900
0,835,685,,PRIVATE,500,Private,308657.04398399999,2453.32585515000
0,837,687,CAMINO RUIZ PARK,LOS PENASQUITOS REGIONAL PARK,10,City,484506.27322799998,4768.99102844000
0,840,690,,CITY OF SAN DIEGO,10,City,325517.19431200001,2391.02069753000
0,841,691,,MOUNT HELIX NATURE THEATRE,500,Private,421.35012980200,283.11772708600
0,842,692,,PRIVATE,500,Private,88973.55672790000,1603.01828495000
0,843,693,,CITY OF SAN DIEGO,10,City,72653.67578690000,1831.25575521000
0,844,694,,CITY OF SAN DIEGO,10,City,51795.21519970000,2762.54629417000
0,846,696,,ARMY & NAVY ACADEMY HIGH SCHOOL,500,Private,121388.64379000000,1471.58373481000
0,848,698,,CITY OF SAN DIEGO,10,City,112520.06467500000,1342.01471649000
0,849,699,CIVIC CENTER PARK,CITY OF LEMON GROVE,10,City,72768.54070660000,1323.47080443000
0,850,700,,CITY OF EL CAJON,10,City,6386.59015496000,391.92270114900
0,855,705,,ARMY & NAVY ACADEMY HIGH SCHOOL,500,Private,33571.76950330000,771.32080706500
0,858,708,,ARMY & NAVY ACADEMY HIGH SCHOOL,500,Private,39352.33843660000,824.56145692400
0,859,709,,CITY OF OCEANSIDE,10,City,12204.21535520000,585.75218135000
0,860,710,,GROSSMONT HIGH SCHOOL,25,School Districts,19552.14663150000,669.17920870800
0,861,711,,CITY OF CHULA VISTA,10,City,9200.79278372000,726.97122068700
0,74,74,D.V. ALLEN PARK,CITY OF SAN DIEGO,10,City,245119.88365199999,2392.69780619000
0,75,75,ALLIED GARDENS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,165898.86734000000,1599.30722889000
0,76,76,ALLIED GARDENS COMMUNITY PARK,CITY OF SAN DIEGO,10,City,435149.30791700003,2936.44674186000
0,78,78,ASHLEY FALLS PARK,CITY OF SAN DIEGO,10,City,507567.74926999997,3927.45064916000
